time_s,ecg,ppg,label
8.265625,0.0703195286923102,17.1,1
8.28125,0.14122638741542365,18.46,1
8.296875,0.11567590470271463,19.47,1
8.3125,0.04864759942848201,20.02,1
8.328125,-0.015456069082403491,19.97,1
8.34375,-0.04159228858050357,19.16,1
8.359375,-0.054695160959028884,17.49,1
8.375,-0.0028594908704034877,15.0,1
8.390625,0.3989582312334724,11.96,1
8.40625,0.6756396724509748,8.85,1
8.421875,0.1687629799018548,6.03,1
8.4375,-0.09498065130080273,3.6,1
8.453125,-0.19234306411710703,1.31,1
8.46875,-0.21020942736168718,-1.27,1
8.484375,-0.19496148927112672,-4.33,1
8.5,-0.19250103936655372,-7.53,1
8.515625,-0.16843429575217853,-10.01,1
8.53125,-0.1541719507659433,-10.85,1
8.546875,-0.12722379414594584,-9.48,1
8.5625,-0.13830919299265002,-6.07,1
8.578125,-0.13432736365134965,-1.4,1
8.59375,-0.14424538080314966,3.44,1
8.609375,-0.15277096291156528,7.5,1
8.625,-0.13840435467539028,10.21,1
8.640625,-0.09517442842137573,11.36,1
8.65625,-0.04115901151497243,10.94,1
8.671875,0.019085932108244143,9.12,1
8.6875,0.029768540035584382,6.13,1
8.703125,0.035517698248673464,2.3,1
8.71875,0.016919270704531978,-2.01,1
8.734375,0.01428555676083304,-6.61,1
8.75,0.007734852296423043,-11.47,1
8.765625,0.006503556989333362,-16.73,1
8.78125,0.0031875383795317,-22.42,1
8.796875,0.009997686613732099,-28.34,1
8.8125,0.00805887883720838,-33.94,1
8.828125,0.020994676596912,-38.54,1
8.84375,0.009166611622582243,-41.56,1
8.859375,0.010104689208781414,-42.75,1
8.875,-0.0019200476676358156,-42.2,1
8.890625,0.015329846749632618,-40.31,1
8.90625,0.03828489126787717,-37.6,1
8.921875,0.11960586820377325,-34.76,1
8.9375,0.1166809994748389,-32.48,1
8.953125,0.05775158837296834,-31.4,1
8.96875,-0.02063383255792982,-31.84,1
8.984375,-0.03944514773541026,-33.68,1
9.0,-0.0715839435198891,-36.4,1
9.015625,-0.05209877976960255,-39.36,1
9.03125,0.14458571162657552,-42.23,1
9.046875,0.6928344061491071,-45.21,1
9.0625,0.4502400876225328,-49.01,1
9.078125,-0.07055685742177531,-54.44,1
9.09375,-0.11856653392266284,-61.84,1
9.109375,-0.19280791855297227,-70.71,1
9.125,-0.15963924627449064,-79.67,1
9.140625,-0.18387284797437783,-86.88,1
9.15625,-0.1494617440560515,-90.7,1
9.171875,-0.13988330560519727,-90.13,1
9.1875,-0.11137937921456072,-85.03,1
9.203125,-0.11945289591036713,-75.9,1
9.21875,-0.11263290381219422,-63.59,1
9.234375,-0.1384849589171577,-48.95,1
9.25,-0.14030766532478112,-32.74,1
9.265625,-0.14504658302219048,-15.7,1
9.28125,-0.1003046272353796,1.32,1
9.296875,-0.05640078683581731,17.36,1
9.3125,0.004040433529740908,31.49,1
9.328125,0.029821677695314408,43.08,1
9.34375,0.033544122718283054,52.04,1
9.359375,0.02131127766540444,58.85,1
9.375,0.03429147772242674,64.34,1
9.390625,0.002903663019088822,69.29,1
9.40625,0.0076422360159181975,74.05,1
9.421875,0.012140895382069373,78.49,1
9.4375,0.0117830940091407,82.19,1
9.453125,0.009062452939590241,84.9,1
9.46875,0.01613370462921634,86.99,1
9.484375,0.011337566553172933,89.47,1
9.5,0.013473283750221969,93.64,1
9.515625,0.009398128996251299,100.3,1
9.53125,0.030638524818547508,109.02,1
9.546875,0.048623687848618966,118.0,1
9.5625,0.12187094820154061,124.6,1
9.578125,0.15710383031958955,126.47,1
9.59375,0.0968827307925617,122.73,1
9.609375,0.016155812882575397,114.34,1
9.625,-0.015554523084417298,103.74,1
9.640625,-0.03457401047353406,93.62,1
9.65625,-0.031922431601726926,85.76,1
9.671875,0.051223903559822294,80.33,1
9.6875,0.5107507929000975,76.14,1
9.703125,0.4983710771315088,71.47,1
9.71875,0.02009650467024769,64.97,1
9.734375,-0.11056840772084417,56.17,1
9.75,-0.19298471959892413,45.43,1
9.765625,-0.16595904214764126,33.62,1
9.78125,-0.1796482627711189,21.68,1
9.796875,-0.16527118318823067,10.47,1
9.8125,-0.15300209705710213,0.72,1
9.828125,-0.11908766849854785,-6.99,1
9.84375,-0.11188689760770208,-12.26,1
9.859375,-0.1196252568098828,-15.05,1
9.875,-0.11939282193448195,-15.71,1
9.890625,-0.12038945238862173,-14.92,1
9.90625,-0.13185689187709027,-13.48,1
9.921875,-0.10007036448076326,-12.09,1
9.9375,-0.04506656724282614,-11.14,1
9.953125,0.036796600594306283,-10.8,1
9.96875,0.06719158305923771,-11.01,1
9.984375,0.07225486696384667,-11.66,1
10.0,0.07157582668687315,-12.63,1
10.015625,0.06612617657623981,-13.87,1
10.03125,0.06557016470427862,-15.36,1
10.046875,0.05498282042981062,-17.14,1
10.0625,0.04880470283442048,-19.24,1
10.078125,0.04922709877540598,-21.6,1
10.09375,0.05980518988088721,-24.01,1
10.109375,0.05348268095584578,-26.17,1
10.125,0.04633513614115965,-27.73,1
10.140625,0.05540064279921467,-28.38,1
10.15625,0.04373007336769197,-27.98,1
10.171875,0.03258669282918969,-26.57,1
10.1875,0.03477702479546402,-24.33,1
10.203125,0.060088329636254545,-21.6,1
10.21875,0.12017888239350065,-18.79,1
10.234375,0.1441328574050507,-16.39,1
10.25,0.05131830447802519,-14.8,1
10.265625,-0.005458420800336558,-14.28,1
10.28125,-0.04888001239392165,-14.77,1
10.296875,-0.06036681891285186,-15.93,1
10.3125,-0.05975476718507355,-17.29,1
10.328125,0.13466186491388837,-18.57,1
10.34375,0.42353910787786136,-19.87,1
10.359375,0.3288362484751802,-21.72,1
10.375,0.043252447364617946,-24.81,1
10.390625,-0.152228070252853,-29.59,1
10.40625,-0.19087130317113324,-35.84,1
10.421875,-0.1977296391821557,-42.52,1
10.4375,-0.19457143311646705,-47.98,1
10.453125,-0.16913155093656468,-50.47,1
10.46875,-0.1618953517079727,-48.76,1
