time_s,ecg,ppg,label
1.671875,-0.11482105801947709,-75.3,1
1.6875,-0.1280406315987399,-98.02,1
1.703125,-0.1323883416117076,-118.17,1
1.71875,-0.09622140860297862,-133.19,1
1.734375,-0.11752649366619486,-140.96,1
1.75,-0.10000158121664991,-140.49,1
1.765625,-0.07159609950265239,-132.37,1
1.78125,-0.08752715539292279,-118.3,1
1.796875,-0.06962908906122668,-100.47,1
1.8125,-0.03698957496529964,-81.16,1
1.828125,-0.06721682826994112,-62.52,1
1.84375,-0.06219572277568498,-46.3,1
1.859375,-0.0657541579449458,-33.42,1
1.875,0.0062256996411812135,-23.61,1
1.890625,-0.0196520729143343,-15.32,1
1.90625,0.008630185693191149,-6.41,1
1.921875,-0.018243007760906614,5.91,1
1.9375,0.009159470990861533,24.49,1
1.953125,0.0016881781531338257,51.02,1
1.96875,0.008813088178649798,84.94,1
1.984375,0.012769808536637764,122.91,1
2.0,0.037130843909471974,158.85,1
2.015625,0.06806268807546595,184.76,1
2.03125,0.1422954762551822,192.64,1
2.046875,0.08547129874001487,176.94,1
2.0625,0.04067582659634804,138.48,1
2.078125,0.04952251279220637,85.09,1
2.09375,0.042589443437221194,28.77,1
2.109375,-0.02354000967026434,-19.02,1
2.125,0.06443302251084221,-51.29,1
2.140625,-0.22027857124905686,-66.58,1
2.15625,0.3860431868604828,-67.37,1
2.171875,1.72248567101146,-57.48,1
2.1875,0.7419312163392972,-41.1,1
2.203125,0.04250458509522041,-21.53,1
2.21875,-0.019111647923163465,-2.45,1
2.234375,-0.15889791566746167,10.94,1
2.25,-0.13648155314391663,13.07,1
2.265625,-0.1340811583273475,1.48,1
2.28125,-0.08074505297505039,-20.02,1
2.296875,-0.016093179800327477,-41.19,1
2.3125,-0.01529539835738044,-46.98,1
2.328125,0.029620734420648685,-29.83,1
2.34375,0.06576520366480551,4.65,1
2.359375,0.14700053185770856,43.15,1
2.375,0.25260527901457663,73.39,1
2.390625,0.2980261567404439,88.76,1
2.40625,0.36375088592441396,88.33,1
2.421875,0.45907001231816474,74.89,1
2.4375,0.42123451754605346,52.48,1
2.453125,0.3303533909797779,27.12,1
2.46875,0.08909651256198814,-0.05,1
2.484375,-0.08860583481711083,-26.21,1
2.5,-0.19522771865027055,-46.77,1
2.515625,-0.23338690371899312,-57.88,1
2.53125,-0.21580393231116646,-58.83,1
2.546875,-0.15253088123466188,-52.79,1
2.5625,-0.1367732590336151,-45.31,1
2.578125,-0.11265257705104859,-41.81,1
2.59375,-0.1319612456739316,-45.26,1
2.609375,-0.07565364941493741,-55.2,1
2.625,-0.06844637120811398,-67.18,1
2.640625,-0.05750343385559454,-73.93,1
2.65625,-0.035099970540790205,-68.93,1
2.671875,-0.05618936227408666,-49.73,1
2.6875,-0.026358322632135233,-19.09,1
2.703125,-0.051172941307493176,16.41,1
2.71875,-0.05844776228216397,49.27,1
2.734375,-0.027839677352779292,74.2,1
2.75,-0.009309516968515685,89.07,1
2.765625,-0.01637174084071668,95.55,1
2.78125,0.00020336787327024375,97.22,1
2.796875,-0.05247372306769911,97.04,1
2.8125,-0.032252512457640395,95.89,1
2.828125,0.002439397491721428,92.82,1
2.84375,-0.008902603890916494,86.3,1
2.859375,-0.01020316340162384,75.71,1
2.875,-0.04320745073178991,62.03,1
2.890625,-0.021623542387313652,47.15,1
2.90625,0.00065116716963069,33.09,1
2.921875,-0.032350038986217265,20.83,1
2.9375,0.09435594066040366,9.7,1
2.953125,0.0767348003487668,-1.9,1
2.96875,0.022330142873145623,-14.97,1
2.984375,-0.05553155047876109,-28.94,1
3.0,-0.058089403231777095,-41.38,1
3.015625,-0.047356885410978905,-48.93,1
3.03125,-0.010577230422004862,-49.34,1
3.046875,-0.12731181412709625,-42.74,1
3.0625,-0.1948940081438479,-31.85,1
3.078125,1.2814791233257536,-20.75,1
3.09375,1.3340099001171437,-12.86,1
3.109375,0.07132888537410374,-9.54,1
3.125,-0.08370794133913691,-9.65,1
3.140625,-0.2118947082229302,-12.32,1
3.15625,-0.22873293813126402,-17.2,1
3.171875,-0.2226791535705124,-24.05,1
3.1875,-0.18087445901334284,-32.4,1
3.203125,-0.09636095256636477,-41.61,1
3.21875,-0.08884923921703311,-51.03,1
3.234375,-0.03943138190291787,-60.04,1
3.25,0.012255690582029933,-68.4,1
3.265625,0.0635180437594253,-76.54,1
3.28125,0.13900406053535438,-84.2,1
3.296875,0.23178875846546582,-88.99,1
3.3125,0.3315330042194542,-86.21,1
3.328125,0.4261445702394685,-70.78,1
3.34375,0.45276154021970016,-40.31,1
3.359375,0.33345704152072314,2.06,1
3.375,0.1192542644144119,47.6,1
3.390625,-0.10285879778696927,86.99,1
3.40625,-0.24188166503240902,111.25,1
3.421875,-0.28812430229524794,115.83,1
3.4375,-0.2961538608246376,102.44,1
3.453125,-0.2666184767114384,77.63,1
3.46875,-0.22387930708071938,49.29,1
3.484375,-0.21952681897044465,23.26,1
3.5,-0.18215616278767224,1.48,1
3.515625,-0.16428496913434293,-16.67,1
3.53125,-0.1506628767142847,-32.43,1
3.546875,-0.13031104694091564,-46.28,1
3.5625,-0.12768654766041831,-57.2,1
3.578125,-0.12319459959797,-63.46,1
3.59375,-0.12700178982375437,-64.29,1
3.609375,-0.1370603709090318,-60.96,1
3.625,-0.12161506295028056,-54.56,1
3.640625,-0.10651644557386968,-48.22,1
3.65625,-0.10036279188544853,-44.56,1
3.671875,-0.07784146605487062,-44.55,1
3.6875,-0.09203668637024036,-47.6,1
3.703125,-0.06654964429977477,-51.79,1
3.71875,-0.03562629449911621,-54.81,1
3.734375,0.013324847129272245,-54.85,1
3.75,0.05047006115231446,-51.15,1
3.765625,-0.04136228807472377,-43.8,1
3.78125,-0.04351426662987741,-33.61,1
3.796875,-0.08315873696955857,-21.25,1
3.8125,-0.06338548036059727,-7.38,1
3.828125,-0.0829881665870799,6.99,1
3.84375,-0.0706624334562672,20.4,1
3.859375,-0.3471883432705676,31.07,1
3.875,0.8400493452023667,37.6,1
3.890625,1.5920749369318228,39.63,1
3.90625,0.1875346181775775,38.24,1
3.921875,-0.1534913134805025,35.28,1
3.9375,-0.18403753024387856,32.69,1
3.953125,-0.21367485453416493,31.46,1
3.96875,-0.18627753180453924,31.17,1
3.984375,-0.18265335543396194,30.58,1
4.0,-0.13660569590757332,28.41,1
4.015625,-0.09088651793260383,23.96,1
4.03125,-0.043585866140647245,17.07,1
4.046875,-0.00056385210071943,7.88,1
4.0625,0.069810129568701,-3.61,1
4.078125,0.155696446511484,-17.14,1
4.09375,0.2677710281281638,-31.7,1
4.109375,0.36114374737964383,-45.41,1
4.125,0.48701305843301945,-55.87,1
4.140625,0.4677888065016829,-61.08,1
4.15625,0.3534906376745935,-60.36,1
4.171875,0.0936352985416618,-54.64,1
4.1875,-0.11963937894296583,-45.91,1
4.203125,-0.26724889596551327,-36.17,1
4.21875,-0.3124720703360171,-26.42,1
4.234375,-0.3172987770516889,-16.47,1
4.25,-0.31261150207340643,-5.67,1
4.265625,-0.27286377266752304,6.21,1
4.28125,-0.268445348280716,18.27,1
4.296875,-0.19684085060008927,28.56,1
4.3125,-0.1795429103763408,34.68,1
4.328125,-0.1900086579127832,34.83,1
4.34375,-0.12991981615953965,28.41,1
4.359375,-0.1373808126006483,16.23,1
4.375,-0.11647607569808896,0.03,1
4.390625,-0.10645714683942582,-18.34,1
4.40625,-0.0955165522451803,-37.67,1
4.421875,-0.08428774530433644,-57.59,1
4.4375,-0.07286102032976038,-78.05,1
4.453125,-0.036140233418611854,-98.45,1
4.46875,0.008105478584113292,-116.83,1
4.484375,0.08959104926778405,-129.86,1
4.5,-0.01746380119312826,-133.62,1
4.515625,-0.07840300429064054,-125.12,1
4.53125,-0.09035277008068457,-103.66,1
4.546875,-0.060576011972657044,-71.61,1
4.5625,-0.10084654474255801,-33.89,1
4.578125,-0.03493056025722073,3.49,1
4.59375,-0.2882235038294781,35.46,1
4.609375,0.5669829277563808,59.38,1
4.625,1.660623446254279,75.6,1
4.640625,0.2522393909571893,86.64,1
4.65625,-0.2155908268016183,95.43,1
4.671875,-0.08302477376722738,103.59,1
4.6875,-0.17163427361159048,110.12,1
4.703125,-0.12786723254540863,111.51,1
4.71875,-0.09381916508389265,103.21,1
4.734375,-0.07052551109924392,81.57,1
4.75,-0.03454616144820108,45.71,1
4.765625,0.00465552737527104,-1.74,1
4.78125,0.06600476798798414,-55.36,1
4.796875,0.07545329537067076,-108.6,1
4.8125,0.18648904123930488,-155.48,1
4.828125,0.2507265428133785,-191.66,1
4.84375,0.35939287389333646,-214.52,1
4.859375,0.4223030698860129,-222.82,1
4.875,0.4732038462281634,-216.33,1
4.890625,0.30879692712332235,-195.72,1
4.90625,0.06886604426939144,-162.78,1
4.921875,-0.13649911896117084,-120.54,1
4.9375,-0.322103507113773,-72.94,1
4.953125,-0.34853382741302386,-24.12,1
4.96875,-0.3528100970414229,22.37,1
4.984375,-0.32461254307223747,64.19,1
5.0,-0.3096916909967948,100.11,1
5.015625,-0.2730403402787819,129.6,1
5.03125,-0.2692784575704853,152.26,1
5.046875,-0.18131159907062197,167.52,1
5.0625,-0.20586455419901137,174.72,1
5.078125,-0.17335760071524195,173.49,1
5.09375,-0.17267612157114465,164.32,1
5.109375,-0.1558265428717303,148.63,1
5.125,-0.16953693020937366,128.81,1
5.140625,-0.1492500885603502,107.75,1
5.15625,-0.11737957492406036,88.22,1
5.171875,-0.05630634536223397,72.47,1
5.1875,0.000689904711711531,61.95,1
5.203125,-0.08656241798300736,57.16,1
5.21875,-0.16293059578349947,57.59,1
5.234375,-0.1802582745967066,61.6,1
5.25,-0.14610925916365813,66.55,1
5.265625,-0.17649461789755114,69.48,1
5.28125,-0.0853368063473452,68.12,1
5.296875,-0.3078804641497113,62.08,1
5.3125,0.35667778680058365,53.29,1
5.328125,1.697311306053202,45.47,1
5.34375,0.49237210338689846,42.66,1
5.359375,-0.20126425134877451,47.37,1
5.375,-0.07449557629256422,59.48,1
5.390625,-0.157063154227739,76.09,1
5.40625,-0.12702404719433727,92.63,1
5.421875,-0.11441416300760715,104.53,1
5.4375,-0.060874833915362345,108.41,1
5.453125,-0.04480655549074622,102.7,1
5.46875,0.00670957259940995,87.48,1
5.484375,0.0626273849092049,64.21,1
5.5,0.10391058537265639,35.48,1
5.515625,0.19419617941773423,4.98,1
5.53125,0.2793025771419488,-22.88,1
5.546875,0.34801394274797737,-43.61,1
5.5625,0.4586855134586768,-53.88,1
5.578125,0.4886447957740095,-52.63,1
5.59375,0.3858681048717609,-41.58,1
5.609375,0.1629983231445046,-24.66,1
5.625,-0.025808764256825156,-6.68,1
5.640625,-0.17609244380498104,8.38,1
5.65625,-0.2400148370873025,18.55,1
5.671875,-0.2294916524382346,24.09,1
5.6875,-0.21769625835409512,26.78,1
5.703125,-0.1935045355044519,28.69,1
5.71875,-0.16468547384474205,31.16,1
5.734375,-0.1456091215826323,34.46,1
5.75,-0.13925144676716864,37.98,1
5.765625,-0.12573317437845127,40.86,1
5.78125,-0.1434249307083609,42.47,1
5.796875,-0.07309790961523266,42.66,1
5.8125,-0.13709704064401448,41.55,1
5.828125,-0.11737971227383692,39.35,1
5.84375,-0.12628282008177838,36.1,1
5.859375,-0.11363998075890892,31.7,1
5.875,-0.12202549911128761,26.1,1
5.890625,-0.0956282942415457,19.46,1
5.90625,-0.08193479443438959,12.29,1
5.921875,-0.09989166561548296,5.23,1
5.9375,-0.07614396715012892,-1.1,1
5.953125,-0.04965011421595132,-6.41,1
5.96875,-0.008402600352197906,-10.72,1
5.984375,0.05493613611756287,-14.25,1
6.0,0.034481007950457616,-17.12,1
6.015625,-0.0549313805632511,-19.13,1
6.03125,-0.07855445104565374,-19.9,1
6.046875,-0.11022660183305448,-19.11,1
6.0625,-0.08568898322181574,-16.66,1
6.078125,-0.07845032751048746,-12.78,1
6.09375,-0.09908057451777484,-7.93,1
6.109375,-0.30239186836076326,-2.66,1
6.125,1.1100385099357286,2.6,1
6.140625,1.5522144725089677,7.54,1
6.15625,0.2509230155910885,12.07,1
6.171875,-0.13030642908932705,16.13,1
6.1875,-0.2241996922896094,19.66,1
6.203125,-0.2886334303336921,22.63,1
6.21875,-0.23765564147113982,25.09,1
6.234375,-0.1962179175271302,27.1,1
6.25,-0.1677068336395861,28.7,1
6.265625,-0.12954686787714728,29.82,1
6.28125,-0.07605243019911068,30.32,1
6.296875,-0.03851099082043602,30.2,1
6.3125,0.04744415049657857,29.46,1
6.328125,0.11100165753735355,28.11,1
6.34375,0.20241771041749176,26.26,1
6.359375,0.2836446245744843,24.2,1
6.375,0.3663932130653474,22.24,1
6.390625,0.4413047377338123,20.64,1
6.40625,0.3184614367162292,19.46,1
6.421875,0.09846176811269092,18.54,1
6.4375,-0.10974394560735738,17.96,1
6.453125,-0.19403617467185663,17.46,1
6.46875,-0.24274436835545896,16.5,1
6.484375,-0.2159790587140068,14.5,1
6.5,-0.17624188788288467,11.29,1
6.515625,-0.2058096332231677,7.13,1
6.53125,-0.17677620524550394,2.5,1
6.546875,-0.14018899465667067,-2.06,1
6.5625,-0.12582439894119715,-6.12,1
6.578125,-0.10839932075800583,-8.62,1
6.59375,-0.11140882719039433,-9.19,1
6.609375,-0.11627320376345485,-8.36,1
6.625,-0.10316476744577757,-7.06,1
6.640625,-0.11815266058614268,-5.89,1
6.65625,-0.12252068506789354,-4.99,1
6.671875,-0.11937929906999607,-4.21,1
6.6875,-0.10278114280261942,-3.28,1
6.703125,-0.10288420432819578,-1.81,1
6.71875,-0.08393830125780329,1.95,1
6.734375,-0.0703640173646142,8.82,1
6.75,-0.08553867849889454,18.12,1
6.765625,-0.07617409525130367,28.13,1
6.78125,-0.047109480899864484,37.18,1
6.796875,-0.07133132620600559,44.03,1
6.8125,-0.07547572294184941,47.98,1
6.828125,-0.010734165713798642,48.94,1
6.84375,-0.0018908762457824266,47.45,1
6.859375,0.06315704902335768,45.99,1
6.875,-0.015310439534147555,45.9,1
6.890625,-0.0427569270051293,46.59,1
6.90625,-0.11014978407302192,46.51,1
6.921875,-0.05913267225336937,44.75,1
6.9375,-0.10880483823411069,41.56,1
6.953125,-0.019704801135929984,37.85,1
6.96875,-0.35792010087816784,34.63,1
6.984375,0.48501946295667275,21.75,1
7.0,1.7316996955040431,-2.93,1
7.015625,0.7351648441097508,-33.3,1
7.03125,-0.04807119458159963,-61.11,1
7.046875,-0.15763738259884566,-82.69,1
7.0625,-0.283320852866547,-98.17,1
7.078125,-0.24852908270250665,-108.52,1
7.09375,-0.22927736609184263,-114.28,1
7.109375,-0.18745001259468114,-115.69,1
7.125,-0.11588625021143766,-113.29,1
7.140625,-0.10599119075048546,-106.57,1
7.15625,-0.06217674612005974,-97.33,1
7.171875,0.012455081513754204,-88.15,1
7.1875,0.0866548541233568,-81.64,1
7.203125,0.16756333058086148,-78.55,1
7.21875,0.21752673215896945,-77.68,1
7.234375,0.3169054232775894,-76.96,1
7.25,0.4111593550061518,-74.55,1
7.265625,0.36634623658729487,-69.6,1
7.28125,0.20919143015414407,-61.22,1
7.296875,-0.022840658524293716,-50.55,1
7.3125,-0.16203251161149204,-40.28,1
7.328125,-0.18137447437088478,-32.63,1
7.34375,-0.2342403904044625,-28.48,1
7.359375,-0.18156306538412753,-27.2,1
7.375,-0.16508275125731386,-27.51,1
7.390625,-0.17312919163231943,-28.24,1
7.40625,-0.129563256859771,-28.75,1
7.421875,-0.082093037595606,-28.13,1
7.4375,-0.10322830375691988,-26.86,1
7.453125,-0.06081322835097838,-26.14,1
7.46875,-0.07297587325233935,-26.45,1
7.484375,-0.05621268345699984,-26.77,1
7.5,-0.07092052087348598,-25.34,1
7.515625,-0.05301816074683202,-20.84,1
7.53125,-0.05123198112860622,-12.85,1
7.546875,-0.04280023636543482,-2.04,1
7.5625,-0.051571792484725376,10.65,1
7.578125,-0.036179928031905007,23.2,1
7.59375,-0.04082731081932368,33.14,1
7.609375,-0.013536327240816052,38.46,1
7.625,-0.043479951155671666,37.93,1
7.640625,-0.01774549270801714,30.19,1
7.65625,-0.017398887141712355,14.12,1
7.671875,0.011165188989261852,-9.97,1
7.6875,-0.037012348585696304,-39.61,1
7.703125,-0.0590349126908452,-65.0,1
7.71875,-0.00040322490393957997,-74.82,1
7.734375,-0.016920538787588556,-65.06,1
7.75,0.01237508260798888,-40.86,1
7.765625,0.037133162650375875,-11.51,1
7.78125,0.021774455031982005,14.55,1
7.796875,0.008560869398560492,33.24,1
7.8125,-0.00084958046316633,45.5,1
7.828125,0.013203275315007035,54.94,1
7.84375,0.04878130623692915,64.74,1
7.859375,0.03244033353982239,74.41,1
7.875,0.02381330245492478,79.98,1
7.890625,0.024446873803634306,76.87,1
7.90625,0.034041383840959935,62.78,1
7.921875,0.046263094417854464,39.69,1
7.9375,0.006802544244007901,10.97,1
7.953125,0.026059522939124728,-18.03,1
7.96875,0.05817923382370514,-42.1,1
7.984375,0.1314043856298464,-57.61,1
8.0,0.09273333056488789,-63.87,1
8.015625,0.05118198824185964,-62.59,1
8.03125,-0.026910288908404526,-56.35,1
8.046875,0.017766561871435545,-45.55,1
8.0625,-0.008859082694719148,-33.98,1
8.078125,0.04110165733505055,-24.81,1
8.09375,-0.2942127649257354,-18.96,1
8.109375,0.5819384625323101,-15.63,1
8.125,1.6850992569383307,-13.15,1
8.140625,0.6612510701921708,-10.5,1
8.15625,-0.01098077470912718,-7.58,1
8.171875,-0.1721645277913212,-4.73,1
8.1875,-0.2635591045575433,-2.11,1
8.203125,-0.24393429850795137,0.2,1
8.21875,-0.20757059597979752,2.81,1
8.234375,-0.2021067984740943,6.54,1
8.25,-0.14179858334987883,11.67,1
8.265625,-0.11585133584447094,17.55,1
8.28125,-0.06854643441361209,22.69,1
8.296875,-0.034012352996748395,25.56,1
8.3125,0.023233283912611143,25.61,1
8.328125,0.07956776923072162,23.12,1
8.34375,0.16707741557003983,19.15,1
8.359375,0.2466420107586728,15.48,1
8.375,0.34148657367200164,13.71,1
8.390625,0.35395677669084813,14.45,1
8.40625,0.21896932010326955,17.2,1
8.421875,0.02782571483680421,20.53,1
8.4375,-0.11776755777683234,22.88,1
8.453125,-0.21859677221805257,23.2,1
8.46875,-0.24441878677883694,21.33,1
8.484375,-0.22078114613203553,17.82,1
8.5,-0.2112473945880989,13.75,1
8.515625,-0.20186829973607948,10.25,1
8.53125,-0.1696543228633965,7.98,1
8.546875,-0.17559058959865922,7.0,1
8.5625,-0.1286810119473879,6.94,1
8.578125,-0.12382132304235331,7.39,1
8.59375,-0.11111297700577376,8.04,1
8.609375,-0.10732349679856719,8.79,1
8.625,-0.09255430641057917,9.63,1
8.640625,-0.0880350442234026,10.65,1
8.65625,-0.09102207125259619,11.85,1
8.671875,-0.06924499881362212,13.0,1
8.6875,-0.07709088554032696,14.06,1
8.703125,-0.06202770178448414,14.63,1
8.71875,-0.07592207926100403,14.39,1
8.734375,-0.08734052302164008,13.14,1
8.75,-0.0790164687958859,10.85,1
8.765625,-0.08277814898784971,7.67,1
8.78125,-0.05215020996872666,3.89,1
8.796875,-0.04050637903689566,-0.17,1
8.8125,-0.048510961850749365,-4.14,1
8.828125,-0.0626880593324638,-7.65,1
8.84375,-0.07324984061269019,-10.36,1
8.859375,-0.06708609123525439,-11.85,1
8.875,-0.06387216020239327,-11.78,1
8.890625,-0.057058690487330664,-10.0,1
8.90625,-0.052755458537231334,-6.61,1
8.921875,-0.0590994880915282,-1.94,1
8.9375,-0.06568592665563219,3.48,1
8.953125,-0.06671824344406214,9.11,1
8.96875,-0.045630370867046625,14.41,1
8.984375,-0.06182213849255816,18.95,1
9.0,-0.049391524184306916,22.4,1
9.015625,-0.04598656817483622,24.62,1
9.03125,-0.03703206493585121,25.58,1
9.046875,-0.034587328043295854,25.35,1
9.0625,-0.021251272154945117,24.11,1
9.078125,-0.021253693158180244,22.04,1
9.09375,0.025083461604574024,19.34,1
9.109375,0.0764998021984384,16.2,1
9.125,0.02107978590477356,12.76,1
9.140625,-0.021352597979455,9.19,1
9.15625,-0.054329567043945336,5.59,1
9.171875,-0.036725288504166405,1.99,1
9.1875,-0.047619864603144546,-1.62,1
9.203125,-0.12923841505484224,-5.32,1
9.21875,-0.23479127391567617,-9.21,1
9.234375,1.252462548231073,-13.42,1
9.25,1.4704350161774213,-18.05,1
9.265625,0.2125445313959619,-23.15,1
9.28125,-0.11324847413623786,-28.65,1
9.296875,-0.26883165685698607,-34.19,1
9.3125,-0.2716282489275523,-39.17,1
9.328125,-0.2571679716729344,-42.79,1
9.34375,-0.23798844650847598,-44.38,1
9.359375,-0.1761505564233787,-43.62,1
9.375,-0.1763287113855545,-40.78,1
9.390625,-0.1396951519487976,-36.68,1
9.40625,-0.06615883098555032,-32.43,1
9.421875,-0.02799589925530517,-29.1,1
9.4375,0.016468328015586665,-27.26,1
9.453125,0.10975651146415566,-26.76,1
9.46875,0.16601343513537928,-26.71,1
9.484375,0.2548205830011966,-25.78,1
9.5,0.32191653273216236,-22.77,1
9.515625,0.29488780324618336,-17.08,1
9.53125,0.07487408242257337,-9.06,1
9.546875,-0.07967746999467355,0.09,1
9.5625,-0.20791457915158754,8.86,1
9.578125,-0.2959789725841282,15.93,1
9.59375,-0.275042443736948,20.64,1
9.609375,-0.26209690228461074,23.0,1
9.625,-0.23115607992977674,23.51,1
9.640625,-0.2152391466255791,22.75,1
9.65625,-0.19423581896636896,21.16,1
9.671875,-0.15972845138361305,19.04,1
9.6875,-0.16692325218544252,16.64,1
9.703125,-0.13832833984365903,14.24,1
9.71875,-0.1340153400591522,12.1,1
9.734375,-0.1349723955690624,10.34,1
9.75,-0.09905708396889797,8.84,1
9.765625,-0.11431483251020996,7.33,1
9.78125,-0.10547084313133387,5.56,1
9.796875,-0.10057540046189634,3.49,1
9.8125,-0.08148119595466141,1.27,1
9.828125,-0.0822806319792978,-0.86,1
9.84375,-0.0691641755473491,-2.75,1
9.859375,-0.05830772001275323,-4.41,1
9.875,-0.057166350959833426,-5.95,1
9.890625,-0.054551734017987255,-7.51,1
9.90625,-0.022656648017362016,-9.16,1
9.921875,-0.04643377552262403,-10.96,1
9.9375,-0.03473907641460502,-12.99,1
9.953125,-0.03127219931178587,-15.33,1
9.96875,-0.022589853511721884,-18.01,1
9.984375,-0.006427825068710647,-20.84,1
10.0,-0.011524188914413487,-23.39,1
10.015625,0.0009146605936270736,-25.08,1
10.03125,-0.007094160051986705,-25.37,1
10.046875,0.016937235420236535,-24.04,1
10.0625,0.022194029082557486,-21.25,1
10.078125,0.012897271963323844,-17.39,1
10.09375,0.03631284255156142,-12.93,1
10.109375,0.03307373098035051,-8.11,1
10.125,0.04614916886122099,-2.86,1
10.140625,0.05441154054707816,3.13,1
10.15625,0.07120469117247087,10.23,1
10.171875,0.06854381054128658,18.68,1
10.1875,0.07872607555788418,28.51,1
10.203125,0.16763615727177003,39.45,1
10.21875,0.09998300309664471,51.07,1
10.234375,0.05385600511642756,62.84,1
10.25,0.02474706668166945,74.29,1
10.265625,0.05722691478758364,85.11,1
10.28125,0.02385488694814792,95.22,1
10.296875,0.029554125027377358,104.75,1
10.3125,-0.2517737441789048,113.78,1
10.328125,0.8841486092687204,122.1,1
10.34375,1.6671001563815422,128.87,1
10.359375,0.5342400099826805,132.66,1
10.375,0.012209056956014961,131.67,1
