time_s,ecg,ppg
1.875,-0.322886135,261.62
1.890625,-0.338171818,324.18
1.90625,-0.353693876,383.2
1.921875,-0.330122401,430.86
1.9375,-0.318916241,459.34
1.953125,-0.296356501,462.67
1.96875,-0.232192908,440.14
1.984375,-0.162553768,395.32
2,-0.117390965,336.83
2.015625,-0.110873649,275.12
2.03125,-0.152988451,219.26
2.046875,-0.126548709,174.88
2.0625,-0.146361775,143.38
2.078125,-0.108564822,122.81
2.09375,-0.097441069,109.37
2.109375,-0.086380535,99.76
2.125,-0.074090361,90.73
2.140625,-0.046797577,79.73
2.15625,-0.031672679,64.19
2.171875,-0.007701181,41.71
2.1875,-0.003547373,11
2.203125,-0.011211387,-27.15
2.21875,0.013577653319877224,-69.68
2.234375,0.028568533,-112.46
2.25,0.021898689584695576,-151.65
2.265625,0.019503751561369072,-185.34
2.28125,0.033241086650157514,-213.03
2.296875,0.063735971,-234.99
2.3125,0.074634214,-251.53
2.328125,0.062437405,-263.1
2.34375,0.10040647476172568,-270.73
2.359375,0.1923898110624904,-276.19
2.375,0.22059611397789974,-281.41
2.390625,0.13481991511672364,-287.18
2.40625,0.081984452,-292.67
2.421875,0.046728321,-295.57
2.4375,0.038517929,-293.34
2.453125,0.013974180870445599,-284.69
2.46875,0.1326217056026634,-270.14
2.484375,0.5957447234162311,-251.21
2.5,0.6476423236094744,-228.97
2.515625,0.22270144397627095,-203.07
2.53125,-0.029333233,-171.8
2.546875,-0.084759142,-133.17
2.5625,-0.101965085,-86.43
2.578125,-0.073755964,-32.83
2.59375,-0.07444506,24.33
2.609375,-0.061266344,80.37
2.625,-0.028535002,130.32
2.640625,-0.031775514,169.81
2.65625,-0.040391649,196.12
2.671875,-0.05391148,209.01
2.6875,-0.071234254,210.9
2.703125,-0.069732177,205.93
2.71875,-0.067911047,198.12
2.734375,0.006018249,189.7
2.75,0.093830665,180.25
2.765625,0.131542279,167.61
2.78125,0.13626755631671886,149.88
2.796875,0.11428657083749127,127.13
2.8125,0.097899658,101.77
2.828125,0.11573213284176048,77.2
2.84375,0.11691533610411446,55.52
2.859375,0.1023164304022007,36.2
2.875,0.099822709,16.53
2.890625,0.11599471342132188,-6.14
2.90625,0.11744170168639437,-32.08
2.921875,0.1293410542610226,-58.28
2.9375,0.09994019,-79.72
2.953125,0.087388386,-91.87
2.96875,0.088111829,-92.96
2.984375,0.083181688,-84.25
3,0.075656834,-68.58
3.015625,0.054012731,-48.25
3.03125,0.063560532,-24.02
3.046875,0.058395251240383195,4.01
3.0625,0.069685334,34.83
3.078125,0.058726952,65.26
3.09375,0.046691452984550214,90.52
3.109375,0.054148862,106.19
3.125,0.053940766,110.46
3.140625,0.06170502,105
3.15625,0.071523268,93.99
3.171875,0.049079176,82.02
3.1875,0.045395317,72.14
3.203125,0.062240169,65.29
3.21875,0.051431797,60.78
3.234375,0.081104086,57.65
3.25,0.08117036,55.52
3.265625,0.15733046732479833,54.88
3.28125,0.16443403239321294,56.51
3.296875,0.098978481,60.8
3.3125,0.031442913,67.27
3.328125,-0.005016349,74.43
3.34375,0.006027469,80.38
3.359375,-0.009035798,83.42
3.375,0.1186269280398964,82.67
3.390625,0.6432844146793253,78.42
3.40625,0.611980239,71.85
3.421875,0.096191408,64.55
3.4375,-0.139463883,57.77
3.453125,-0.180150014,52.07
3.46875,-0.179226831,47.24
3.484375,-0.174093433,42.88
3.5,-0.143880753,38.7
3.515625,-0.130316958,34.96
3.53125,-0.116517361,32.12
3.546875,-0.120919704,30.43
3.5625,-0.109049621,29.61
3.578125,-0.119992664,28.83
3.59375,-0.153497116,27.14
3.609375,-0.136039186,23.96
3.625,-0.111107473,19.5
3.640625,-0.028599964,14.46
3.65625,0.052299299,9.7
3.671875,0.096418423,5.68
3.6875,0.10488270814173949,2.26
3.703125,0.082508695,-1.1
3.71875,0.08047384,-4.96
3.734375,0.084531949,-9.55
3.75,0.067204748,-14.66
3.765625,0.095738196,-19.79
3.78125,0.094957292,-24.49
3.796875,0.10456279374317538,-28.53
3.8125,0.09484295,-31.9
3.828125,0.10239687244811184,-34.7
3.84375,0.11732831894107904,-36.99
3.859375,0.10751973332054544,-38.77
3.875,0.08491122,-40.12
3.890625,0.084399027,-41.32
3.90625,0.092294385,-42.8
3.921875,0.10229763368045502,-44.93
3.9375,0.074778174,-47.79
3.953125,0.053001017,-50.83
3.96875,0.077716433,-53.04
3.984375,0.073294608,-53.12
4,0.071071808,-50.04
4.015625,0.055846664845274306,-43.48
4.03125,0.055341011,-33.95
4.046875,0.049428252378315066,-22.69
4.0625,0.066398743,-11.24
4.078125,0.047917708406248115,-0.88
4.09375,0.050857411,7.69
4.109375,0.036381983,14.35
4.125,0.047651334,19.36
4.140625,0.076286177,23.09
4.15625,0.096715946,25.8
4.171875,0.17631987916464184,27.74
4.1875,0.10997578928795546,29.17
4.203125,0.049467091,30.33
4.21875,0.010231236444445426,31.42
4.234375,-0.022371202,32.41
4.25,0.002506533,33.07
4.265625,0.061691911,33.08
4.28125,0.5205409040985933,32.26
4.296875,0.526888737,30.69
4.3125,0.2049859184075752,28.75
4.328125,-0.047944735,26.93
4.34375,-0.122852264,25.59
4.359375,-0.112957997,24.91
4.375,-0.119999337,24.73
4.390625,-0.070155264,24.76
4.40625,-0.066571743,24.61
4.421875,-0.040730065,23.89
4.4375,-0.023339058,22.29
4.453125,-0.017403335,19.71
4.46875,-0.037668671,16.26
4.484375,-0.02864017,12.22
4.5,-0.063316646,8.02
4.515625,-0.032439067,3.99
4.53125,0.030819438787903972,0.4
4.546875,0.10775171347779791,-2.63
4.5625,0.15771307227734305,-5.07
4.578125,0.16280784233760606,-6.99
4.59375,0.16944119125898205,-8.57
4.609375,0.14948084354544963,-10.06
4.625,0.15340367729144624,-11.85
4.640625,0.13768415033305784,-14.27
4.65625,0.12781471976410436,-17.53
4.671875,0.1408261304493219,-21.61
4.6875,0.14129940961753662,-26.35
4.703125,0.14036806570678034,-31.51
4.71875,0.12037058466643921,-36.94
4.734375,0.11810798965296396,-42.55
4.75,0.11367746801625009,-48.3
4.765625,0.10620544812751354,-54.08
4.78125,0.097360515,-59.74
4.796875,0.082235175,-65.15
4.8125,0.080514835,-70.14
4.828125,0.075287142,-74.56
4.84375,0.084404725,-78.11
4.859375,0.071196954,-80.29
4.875,0.066579667,-80.43
4.890625,0.057385427,-77.92
4.90625,0.074293632,-72.49
4.921875,0.074065832,-64.35
4.9375,0.069635457,-54.22
4.953125,0.064763762,-43
4.96875,0.05314291,-31.54
4.984375,0.06865549,-20.48
5,0.061475022,-10.2
5.015625,0.050784117,-0.99
5.03125,0.072360933,6.9
5.046875,0.084505951,13.28
5.0625,0.1523372003389819,18.11
5.078125,0.1606591674866161,21.6
5.09375,0.10956413026162774,24.13
5.109375,0.043306995,26.15
5.125,0.013274202966973243,27.91
5.140625,-0.007778481,29.42
5.15625,0.003749047,30.46
5.171875,0.09720163,30.86
5.1875,0.6160045546584654,30.61
5.203125,0.7291553539508067,29.96
5.21875,0.1364353811402702,29.27
5.234375,-0.094895248,28.79
5.25,-0.199564596,28.57
5.265625,-0.173964507,28.47
5.28125,-0.166776809,28.3
5.296875,-0.150006799,27.87
5.3125,-0.153039716,27.06
5.328125,-0.126475108,25.76
5.34375,-0.121376831,23.86
5.359375,-0.107061095,21.32
5.375,-0.135192161,18.26
5.390625,-0.140417524,14.97
5.40625,-0.164329516,11.81
5.421875,-0.126803947,9.1
5.4375,-0.057677161,6.91
5.453125,0.021114545909045344,5.08
5.46875,0.073594429,3.31
5.484375,0.091556824,1.34
5.5,0.093919465,-0.98
5.515625,0.069481448,-3.67
5.53125,0.066987225,-6.71
5.546875,0.048448948,-10.05
5.5625,0.066569167,-13.59
5.578125,0.062249688,-17.17
5.59375,0.051608638,-20.64
5.609375,0.065151385,-23.88
5.625,0.065782221,-26.89
5.640625,0.07330363,-29.77
5.65625,0.038280974,-32.68
5.671875,0.046852126,-35.77
5.6875,0.027148771,-39.2
5.703125,0.032394982,-43.05
5.71875,0.009297299,-47.21
5.734375,0.014410814052272293,-51.33
5.75,0.013575380160378044,-54.65
5.765625,0.008974031,-56.2
5.78125,-0.000392112,-55.14
5.796875,-0.003120526,-51.09
5.8125,-0.013409053,-44.33
5.828125,0.004775193,-35.7
5.84375,-0.024511304,-26.23
5.859375,-0.02268307,-16.68
5.875,-0.023388015,-7.43
5.890625,-0.021967471,1.48
5.90625,-0.040534496,10.06
5.921875,-0.028009052,18.12
5.9375,-0.021492803,25.19
5.953125,0.006299882,30.74
5.96875,0.066846421,34.33
5.984375,0.088945555,35.89
6,-0.011890055,35.71
6.015625,-0.028608371,34.34
6.03125,-0.065272967,32.44
6.046875,-0.0714343,30.58
6.0625,-0.073374686,29.13
6.078125,0.15374269416747371,28.25
6.09375,0.5788077851897181,27.89
6.109375,0.3744847659611259,27.85
6.125,0.003084085,27.86
6.140625,-0.177427068,27.62
6.15625,-0.19709653,26.93
6.171875,-0.196062366,25.74
6.1875,-0.167813968,24.13
6.203125,-0.169395842,22.28
6.21875,-0.149462802,20.44
6.234375,-0.133964619,18.75
6.25,-0.133640463,17.23
6.265625,-0.12699477,15.78
6.28125,-0.129235562,14.27
6.296875,-0.134735627,12.59
6.3125,-0.155459802,10.71
6.328125,-0.115614553,8.64
6.34375,-0.038056779,6.35
6.359375,0.028269087910458696,3.74
6.375,0.036565611958560194,0.72
6.390625,0.040760555,-2.72
6.40625,0.021825680939200853,-6.49
6.421875,0.035662662410575766,-10.41
6.4375,0.021103330806045647,-14.36
6.453125,0.020367312063821315,-18.27
6.46875,0.019007850885793657,-22.15
6.484375,0.027399025,-25.99
6.5,0.041136112718344206,-29.75
6.515625,0.050142202673111536,-33.31
6.53125,0.03345987,-36.63
6.546875,0.052690452,-39.77
6.5625,0.055091311537017545,-43.09
6.578125,0.053374718717346184,-47.01
6.59375,0.04554621,-51.91
6.609375,0.043046712,-57.74
6.625,0.038788,-63.9
6.640625,0.061525029268724024,-69.26
6.65625,0.035341123,-72.51
6.671875,0.052936903487113614,-72.6
6.6875,0.039352323761235035,-69.03
6.703125,0.045526947,-62.01
6.71875,0.02090689,-52.3
6.734375,0.038961313597336976,-40.87
6.75,0.063401488,-28.64
6.765625,0.11142413839487539,-16.31
6.78125,0.16915922889134064,-4.39
6.796875,0.13392768099692906,6.72
6.8125,0.043573972,16.61
6.828125,0.010035985587838893,24.92
6.84375,-0.011383286,31.41
6.859375,-0.013421465,36.07
6.875,0.022377189795536337,39.14
6.890625,0.45011734510327334,41.02
6.90625,0.6575009189101176,42.15
6.921875,0.23421447154139724,42.81
6.9375,-0.068745193,43.12
6.953125,-0.180672214,43.03
6.96875,-0.165256188,42.49
6.984375,-0.175067441,41.47
7,-0.148814071,40.12
7.015625,-0.135213948,38.73
7.03125,-0.108840349,37.62
7.046875,-0.08450646,37
7.0625,-0.099085312,36.88
7.078125,-0.123549252,37.01
7.09375,-0.130478165,37.05
7.109375,-0.136811207,36.72
7.125,-0.133431089,35.86
7.140625,-0.104811832,34.5
7.15625,-0.027323401,32.67
7.171875,0.034262308,30.42
7.1875,0.049397719,27.71
7.203125,0.04545082,24.54
7.21875,0.032139169,20.99
7.234375,0.014992811101246988,17.24
7.25,0.01990506,13.55
7.265625,-0.017701049,10.11
7.28125,-0.013275176,6.92
7.296875,-0.022099772,3.86
7.3125,-0.004207135,0.71
7.328125,-0.021294947,-2.7
7.34375,-0.024317242,-6.41
7.359375,-0.037464036,-10.37
7.375,-0.037662235,-14.48
7.390625,-0.037648654,-18.69
7.40625,-0.055780606,-23.02
7.421875,-0.064159282,-27.48
7.4375,-0.057324117,-32.07
7.453125,-0.055800903,-36.79
7.46875,-0.078020037,-41.68
7.484375,-0.075248168,-46.82
7.5,-0.082325606,-52.25
7.515625,-0.075487151,-57.86
7.53125,-0.067924923,-63.26
7.546875,-0.052924014,-67.77
7.5625,-0.036960658,-70.57
7.578125,0.026539478401310324,-70.9
7.59375,0.003202978,-68.37
7.609375,-0.069456303,-62.97
7.625,-0.11075832,-55.13
7.640625,-0.154985433,-45.5
7.65625,-0.15905994,-34.86
7.671875,-0.1381656,-23.89
7.6875,0.13731823490174502,-13.16
7.703125,0.6567338244449418,-3.11
7.71875,0.2882238688449216,5.94
7.734375,-0.164426968,13.71
7.75,-0.303279448,19.96
7.765625,-0.323571462,24.51
7.78125,-0.299224935,27.27
7.796875,-0.307673081,28.39
7.8125,-0.265480306,28.21
7.828125,-0.261722026,27.23
7.84375,-0.234915241,26.01
7.859375,-0.230268862,24.96
7.875,-0.242367817,24.32
7.890625,-0.261943774,24.1
7.90625,-0.269473843,24.23
7.921875,-0.261462068,24.59
7.9375,-0.194353563,25.03
7.953125,-0.132935807,25.4
7.96875,-0.050320283,25.53
7.984375,-0.019942532,25.3
8,-0.032701954,24.62
8.015625,-0.043499759,23.53
8.03125,-0.047232563,22.06
8.046875,-0.054668452,20.23
8.0625,-0.04905566,17.98
8.078125,-0.060012458,15.24
8.09375,-0.037412398,12.01
8.109375,-0.03916383,8.37
8.125,-0.041875285,4.52
8.140625,-0.015599494,0.61
8.15625,-0.022673079,-3.28
8.171875,-0.01567571,-7.21
8.1875,-0.02696083,-11.23
8.203125,-0.019808916,-15.3
8.21875,-0.030609721,-19.3
8.234375,-0.011536797,-23.04
8.25,-0.011150084,-26.48
8.265625,-0.032295346,-29.77
8.28125,-0.018280902,-33.32
8.296875,-0.030991202,-37.58
8.3125,-0.016895112,-42.78
8.328125,0.008684984,-48.74
8.34375,0.031042892691710327,-54.79
8.359375,0.081963836,-59.87
8.375,0.094425237,-62.91
8.390625,0.010644317,-63.06
8.40625,-0.017076095,-59.98
8.421875,-0.053476037,-53.85
8.4375,-0.043997877,-45.25
8.453125,-0.068396157,-34.99
8.46875,0.22778934552389804,-23.94
8.484375,0.5763805641935107,-12.82
8.5,0.35957976284045423,-2.25
8.515625,0.036544194,7.34
8.53125,-0.15341689,15.71
8.546875,-0.151392618,22.72
8.5625,-0.162280395,28.35
8.578125,-0.131797163,32.67
8.59375,-0.130547943,35.7
8.609375,-0.126863905,37.48
8.625,-0.088880661,38.14
8.640625,-0.089246591,37.92
8.65625,-0.073977657,37.17
8.671875,-0.09552927,36.26
8.6875,-0.103442335,35.47
8.703125,-0.092288486,34.88
8.71875,-0.053162566,34.38
8.734375,0.018767745185433456,33.77
8.75,0.058790009,32.86
8.765625,0.096631078,31.59
8.78125,0.091032179,30
8.796875,0.08394538,28.18
8.8125,0.06764071,26.22
8.828125,0.069775903,24.13
8.84375,0.081126875,21.94
8.859375,0.069731668,19.63
8.875,0.087620569,17.18
8.890625,0.090495833,14.57
8.90625,0.097818924,11.76
8.921875,0.11658304515681821,8.63
8.9375,0.10844830713400354,5.1
8.953125,0.099771336,1.11
8.96875,0.1014002692634254,-3.33
8.984375,0.09100976,-8.1
9,0.099125683,-13.04
9.015625,0.084557952,-17.93
9.03125,0.099327162,-22.68
9.046875,0.097689426,-27.31
9.0625,0.072957821,-32.04
9.078125,0.089660705,-37.2
9.09375,0.098818886,-43.06
9.109375,0.10070219418091812,-49.61
9.125,0.11271273173446647,-56.46
9.140625,0.11645446748861649,-62.75
9.15625,0.18440940529403832,-67.39
9.171875,0.2158794389049611,-69.34
9.1875,0.1492368398566233,-67.92
9.203125,0.058380735678048135,-62.95
9.21875,0.037599109980916375,-54.85
9.234375,0.015253460417024769,-44.39
9.25,0.007847093,-32.47
9.265625,0.092838422,-19.94
9.28125,0.598859836,-7.52
9.296875,0.7340430009627801,4.21
9.3125,0.15677033961769613,14.72
9.328125,-0.084533698,23.59
9.34375,-0.166145034,30.51
9.359375,-0.156807433,35.43
9.375,-0.161087439,38.54
9.390625,-0.137691686,40.22
9.40625,-0.121033295,40.93
9.421875,-0.093621006,41.02
9.4375,-0.095947009,40.74
9.453125,-0.101566073,40.2
9.46875,-0.112944925,39.5
9.484375,-0.113348616,38.72
9.5,-0.133757347,37.95
9.515625,-0.103334666,37.24
9.53125,-0.037500185,36.56
9.546875,0.041255210457076336,35.78
9.5625,0.08352968,34.76
9.578125,0.080664547,33.38
9.59375,0.077648813,31.62
9.609375,0.067887747,29.54
9.625,0.066157604,27.27
9.640625,0.056819302976337145,24.9
9.65625,0.050358621,22.45
9.671875,0.055742335441643615,19.88
9.6875,0.045987096,17.06
9.703125,0.073841579,13.84
9.71875,0.073689824,10.17
9.734375,0.074572636,6.11
9.75,0.071262239,1.82
9.765625,0.052086676,-2.51
9.78125,0.062368003,-6.74
9.796875,0.063767223,-10.82
9.8125,0.055032024,-14.81
9.828125,0.052128965,-18.8
9.84375,0.034919876677303535,-22.93
9.859375,0.047131346,-27.39
9.875,0.053806702648578016,-32.42
9.890625,0.041191699565294185,-38.19
9.90625,0.031822132,-44.66
9.921875,0.041668139731425316,-51.33
9.9375,0.045256641252604854,-57.29
9.953125,0.04334711,-61.3
9.96875,0.018942687896041036,-62.22
9.984375,0.026288145,-59.44
10,0.026067362349960644,-53.06
10.015625,0.037891057623816955,-43.85
10.03125,0.066754069,-32.9
10.046875,0.10967979776279695,-21.26
10.0625,0.13683976631301975,-9.67
10.078125,0.076268028,1.42
10.09375,0.011557356632916554,11.71
10.109375,-0.029139398,20.89
10.125,-0.055246516,28.57
10.140625,-0.034213055,34.44
10.15625,0.080648325,38.36
10.171875,0.5749354803504945,40.51
10.1875,0.6304524737980695,41.29
10.203125,0.093345178,41.13
10.21875,-0.16674915,40.41
10.234375,-0.230714204,39.37
10.25,-0.23256525,38.15
10.265625,-0.216543027,36.86
10.28125,-0.189133595,35.65
10.296875,-0.188379181,34.66
10.3125,-0.179466185,33.96
10.328125,-0.157493313,33.57
10.34375,-0.155508411,33.43
10.359375,-0.167767283,33.45
10.375,-0.164628218,33.41
10.390625,-0.186553994,33.09
10.40625,-0.121064664,32.15
10.421875,-0.074764843,30.32
10.4375,0.008899236,27.47
10.453125,0.040879213,23.72
10.46875,0.032039881,19.41
10.484375,0.030626473,14.93
10.5,0.023985997171842886,10.59
10.515625,0.019341684355427897,6.52
10.53125,0.033010901506802026,2.65
10.546875,-0.023146527,-1.16
10.5625,-0.00169266,-4.98
10.578125,0.010557625637671656,-8.84
10.59375,0.027160473,-12.8
10.609375,0.028784354,-16.94
10.625,0.038900896,-21.48
10.640625,0.04401096,-26.61
10.65625,0.018475037,-32.48
10.671875,0.043033929973414535,-39.08
10.6875,0.025718891133319915,-46.23
10.703125,0.053543885221276344,-53.51
10.71875,0.015759596109499133,-60.3
10.734375,0.014779034,-65.75
10.75,0.024420259989289896,-68.91
10.765625,0.033329447198619994,-68.96
10.78125,0.027420456500229354,-65.44
10.796875,0.017228492301312164,-58.41
10.8125,0.029603121,-48.5
10.828125,0.001940538,-36.7
10.84375,0.019136098,-24.1
10.859375,0.016578598254090186,-11.64
10.875,0.010579072889325273,0.04
10.890625,0.032739583793243134,10.56
10.90625,-0.000884241,19.78
10.921875,0.035122652,27.66
10.9375,0.04242702,34.2
10.953125,0.11433949043580491,39.48
10.96875,0.159363987,43.56
10.984375,0.10672330984888269,46.55
11,0.053659799,48.56
11.015625,-0.009222339,49.73
11.03125,-3.64E-05,50.27
11.046875,-0.005000329,50.36
11.0625,0.10724970720039363,50.14
11.078125,0.5348037787183949,49.68
11.09375,0.5899805317730727,49
11.109375,0.22804045826860345,48.07
11.125,-0.031483699,46.91
11.140625,-0.145999978,45.67
11.15625,-0.130746747,44.53
11.171875,-0.146460307,43.68
11.1875,-0.145471303,43.16
11.203125,-0.119017168,42.82
11.21875,-0.101092519,42.28
11.234375,-0.099762248,41.14
11.25,-0.093070945,39.12
11.265625,-0.105918045,36.21
11.28125,-0.136930038,32.7
11.296875,-0.15492105,29.02
11.3125,-0.122634849,25.57
11.328125,-0.06922753,22.52
11.34375,0.020761067,19.77
11.359375,0.071509838,17.06
11.375,0.087001397,14.14
11.390625,0.07725979,10.84
11.40625,0.074711987,7.19
11.421875,0.083672899,3.35
11.4375,0.069128635,-0.59
11.453125,0.057584306223617515,-4.54
11.46875,0.098254741,-8.55
11.484375,0.079722173,-12.63
11.5,0.092236044,-16.83
11.515625,0.076850339,-21.14
11.53125,0.080807126,-25.59
11.546875,0.053071573,-30.31
11.5625,0.044219626,-35.43
11.578125,0.043364272,-41.09
11.59375,0.031496033322298084,-47.2
11.609375,0.002254446,-53.24
11.625,0.002301742,-58.37
11.640625,-0.020013278,-61.48
11.65625,-0.008999787,-61.5
11.671875,-0.044402171,-57.85
11.6875,-0.038571124,-50.66
11.703125,-0.037685614,-40.8
11.71875,-0.032530961,-29.6
11.734375,-0.024405906,-18.43
11.75,-0.014038773,-8.29
11.765625,-0.019118809,0.23
11.78125,0.005264827,6.96
11.796875,-0.008644987,11.81
11.8125,0.010546976274739156,14.79
11.828125,0.006540687,16.12
11.84375,0.011403953,16.26
11.859375,-0.008681456,16.06
11.875,-0.003990751,16.33
11.890625,-0.014789077,17.61
11.90625,0.011557177864939594,19.84
11.921875,0.028116006939944364,22.48
11.9375,0.082440659,24.87
11.953125,0.099014869,26.66
11.96875,0.053345699,27.91
11.984375,-0.01873215,29.02
12,-0.041121815,30.41
12.015625,-0.051839636,32.26
12.03125,-0.039717594,34.49
12.046875,0.047379547104631416,36.82
12.0625,0.5314416394866331,38.88
12.078125,0.6934810356867176,40.34
12.09375,0.1303838972137943,40.87
12.109375,-0.172458205,40.34
12.125,-0.235756038,38.77
12.140625,-0.256482327,36.42
12.15625,-0.283149321,33.59
12.171875,-0.24907506,30.47
12.1875,-0.230113845,27.01
12.203125,-0.215900964,23.16
12.21875,-0.210365942,18.9
12.234375,-0.196979669,14.38
12.25,-0.19912396,9.82
12.265625,-0.200413601,5.12
12.28125,-0.199014052,-0.15
12.296875,-0.137016585,-6.45
12.3125,-0.077538571,-13.69
12.328125,-0.00951621,-20.85
12.34375,0.013281559617202812,-26.35
12.359375,0.010428764,-28.83
12.375,-0.006036877,-28.34
12.390625,-0.016862528,-26.49
12.40625,-0.019820727,-25.69
12.421875,-0.034778307,-27.77
12.4375,-0.039126746,-32.99
12.453125,-0.040062939,-40.26
12.46875,-0.025833301,-48.16
12.484375,-0.01304778,-56.17
12.5,0.00724122,-64.68
12.515625,0.007166555,-74.23
12.53125,0.016599249937782803,-84.21
12.546875,0.020959026776380993,-92.59
12.5625,0.003328055,-97.01
12.578125,0.004005411,-96.46
12.59375,0.011483210405236697,-92.53
12.609375,0.009487012,-88.8
12.625,0.010413825360983021,-88.79
12.640625,0.010774704353118773,-93.51
12.65625,0.019653520495401783,-100.45
12.671875,0.014045775103391105,-104.72
12.6875,0.010595930455273895,-101.77
12.703125,0.018381768059993458,-89.9
12.71875,0.013787217519221458,-71.06
12.734375,0.012923634745880914,-49.63
12.75,0.012692351390375943,-29.74
12.765625,0.018311296477943034,-13.36
12.78125,0.029282511533120115,0.16
12.796875,0.018258197058950116,12.93
12.8125,0.023615085745150043,26.8
12.828125,0.038356495,42.04
12.84375,0.051943720836021015,57.21
12.859375,0.1270405437023602,70.09
12.875,0.13154761766176554,78.84
12.890625,0.055447482,82.74
12.90625,0.019841591,82.14
12.921875,-0.018773256,77.93
12.9375,-0.019570413,71
12.953125,-0.05740696,61.9
12.96875,0.2818980867129108,51.2
12.984375,0.5968671776622676,39.75
13,0.362194702,28.99
13.015625,0.015216949325768952,20.75
13.03125,-0.188027731,16.62
13.046875,-0.182593193,17.3
13.0625,-0.189900812,22.29
13.078125,-0.16392811,29.86
13.09375,-0.158949069,37.58
13.109375,-0.135911196,43.17
13.125,-0.130247105,45.22
13.140625,-0.104822691,43.58
13.15625,-0.111261431,39.19
13.171875,-0.117279685,33.67
13.1875,-0.126695532,28.49
13.203125,-0.11263326,24.65
13.21875,-0.074821052,22.38
13.234375,-0.011351812,21.34
13.25,0.044397822524651034,20.93
13.265625,0.070265256,20.49
